timestamp,date_time,symbol,timeframe,signal_direction,entry_price,position_size,stop_loss,take_profit,rsi_value,filters_passed,filter_values,additional_data
1747145231,2025-05-13 11:07:11,DOGEUSDT,1m,BUY,0.22793000,32.88,0.22500000,0.22900000,29.58,"{'MTF': True, 'SR': False, 'VOLUME': True, 'TREND': False}","{'MTF_RSI_MAX_FOR_BUY': 45, 'MTF_RSI_MIN_FOR_SELL': 35, 'SR_SWING_PRICE_PROXIMITY_PERCENT': 0.003, 'VOLUME_INCREASE_PERCENT': 20, 'TREND_EMA_PERIOD': 200}","{'volatility_dynamic_sl_tp': False, 'inverted_mode': False, 'configured_tp_percent': 0.008, 'configured_sl_percent': 0.008, 'leverage': 30, 'rsi_period': 10, 'rsi_buy_threshold': 30.0, 'rsi_sell_threshold': 120.0}"
1747137607,2025-05-13 09:00:07,DOGEUSDT,1m,BUY,0.22806000,32.88,0.22623552,0.22988848,29.58,"{'filters_passed': {'MTF': True, 'SR': False, 'VOLUME': True, 'TREND': False}, 'volatility_dynamic_sl_tp': False, 'inverted_mode': False, 'configured_tp_percent': 0.008, 'configured_sl_percent': 0.008}"
